Job.Latitude,Job.Longitude,Panel.Irradiance
29,29,"[3946 4142 2980 3340 3825 4165 2520 2520 3583 4663 4584 2680 3460 5905
 5345 2700 3505 5985 2742]"
49,23,"[13227  7876  5865  4064  3742  2823  2582  2842  2581  1782  2443  2560
  2020  2022  1900  1821  1862  1640  1382]"
-25,24,"[5040 5185 3840 3605 3500 4002 2843 3325 4180 3985 4140 4645 5125 4525
 3690 2900 3000 3080 2900]"
17,20,"[3941 4829 2760 2381 1760 3541 4908 1500 2861 2521 3922 4566 2800 2662
 4500 5867 4041 7762 6487]"
7,21,"[8972 3202 2140 3643 5808 2960 3040 2323 3384 4043 3441 4381 2985 3844
 5160 4966 2922 3964 3880]"
37,23,"[13365  6523  4262  3165  2400  2200  2621  3242  2905  2201  2662  4360
  3646  2720  3305  3242  2644  3465  3144]"
47,30,"[10026  6628  5064  3985  3502  3525  3002  2101  2823  3361  3282  2402
  2620  3382  2623  2043  3180  2364  2543]"
-12,23,"[5720 4961 5345 4044 2761 3481 4644 3962 3263 4204 3364 4504 4840 5547
 4284 3746 2820 2320 2120]"
4,20,"[8729 3580 3181 4503 4629 3243 3720 3482 2844 3441 4323 4023 3482 3962
 4623 4005 2965 3140 2820]"
43,20,"[11549  7464  4961  5365  3563  3182  3124  4264  2921  2523  2781  3602
  3384  2321  2583  2563  1543  2264  1382]"
48,26,"[11066  8608  6229  4026  3363  4344  2703  2060  2640  3225  2322  2501
  2381  2704  2363  2103  2480  2120  2223]"
6,22,"[8326 2787 2581 4443 4885 3140 3181 2820 3484 3803 4023 4203 3042 4042
 5040 4606 3563 3563 3720]"
-14,27,"[6925 4345 3420 3840 4141 3389 2800 4060 4162 2888 4040 4601 4626 5323
 5024 3551 3100 3520 2240]"
40,29,"[11427  7040  3961  3124  2863  4125  2842  2341  2485  3803  3525  2482
  3080  3804  2923  1900  3163  2984  2662]"
8,22,"[9490 3006 2103 3644 4864 3301 2961 2361 3365 3302 3661 3840 3082 3723
 4581 4923 3444 3927 4920]"
44,20,"[12145  7662  5327  5423  3282  3063  3183  3767  3061  2040  3302  3345
  2902  2100  2521  2825  1561  2544  2165]"
-8,27,"[7944 5246 4100 3540 4283 3627 2780 3280 3981 3309 4080 4200 4869 5343
 4630 3363 2860 3160 2240]"
-17,21,"[3281 3780 4840 3909 2640 3082 4040 3428 3081 4281 3283 4348 4980 6062
 4308 4127 4140 2720 3200]"
-12,24,"[5985 5220 5225 4341 2845 3741 4203 3440 3465 3721 4144 4123 4463 6006
 3965 3688 2880 2420 2120]"
10,25,"[4562 4246 3321 3345 2641 3365 3223 3623 2663 2842 2903 4042 3722 3320
 3904 5363 5521 3306 6363]"
55,28,"[11245  7807  6003  3985  3645  3564  3043  2602  2360  2684  2402  1721
  1580  2141  1768  1421  1824  1481  1202]"
42,23,"[8425 6069 5304 4946 4321 3341 3301 3842 3663 2061 3244 3780 3965 2583
 2804 2864 2382 2701 2302]"
-12,23,"[5720 4961 5345 4044 2761 3481 4644 3962 3263 4204 3364 4504 4840 5547
 4284 3746 2820 2320 2120]"
51,26,"[11972  7928  5446  3660  3622  3744  2962  2466  3003  2983  2661  2063
  2302  2863  2020  2102  2242  1803  1680]"
43,22,"[11748  6986  5143  4861  2823  2500  2983  3683  2581  1741  2883  3540
  3204  2061  2844  2821  1863  3144  2724]"
-21,28,"[6186 4484 2980 3680 4261 4009 3020 3621 3860 2968 4221 4021 4805 5224
 4383 3809 2883 2940 3680]"
17,27,"[4960 2740 1320 3386 3264 1740 2120 2820 3947 3223 2920 2240 4001 4587
 4022 3200 6962 6048 7180]"
-4,28,"[9683 6345 3782 3822 4164 3483 2962 4242 3682 2964 3843 3442 4867 4342
 3407 2843 2500 2140 1880]"
-26,21,"[4320 4560 3930 2880 4900 3000 2590 4000 4460 3722 4568 5760 4530 4042
 3168 2780 3220 3240 2640]"
-1,25,"[9665 5765 5482 4343 4163 4504 4182 4201 3883 3846 3982 4243 3944 3462
 2687 2801 1760 1720 1580]"
-27,23,"[6120 4245 3465 3980 4460 3545 2985 4000 4140 4706 4804 4403 4447 4070
 2800 2820 2860 3180 2360]"
32,23,"[4984 4761 3681 3024 3281 3025 3140 3680 3706 3280 3264 5080 4985 4062
 4122 4380 3666 3124 4787]"
55,27,"[11285  7743  5724  4324  3731  3463  2763  2281  2081  2502  2381  2040
  1863  2346  1822  1763  1883  1362  1180]"
5,21,"[8410 4022 2180 4365 4724 3061 3443 3542 3044 3762 3602 4422 3184 4222
 5106 4384 2702 3880 3020]"
30,21,"[3520 4184 4303 4243 2100 2700 3725 5045 2520 2640 3383 5064 5083 3360
 4365 5184 3461 3463 5168]"
-9,21,"[5300 4521 6084 3827 3320 3801 3861 4307 2440 4761 3907 4684 4404 5764
 4346 3183 2780 2160 1780]"
24,27,"[4247 3140 1260 3881 4189 3562 1760 2680 3940 4449 3360 3340 3140 5686
 7023 3320 3802 6368 3082]"
-19,29,"[6385 4505 3220 3602 3802 3829 2984 3680 3462 3786 4240 4361 4587 5562
 4484 3925 3361 3180 3220]"
52,26,"[10847  7883  4964  4307  3426  3682  2983  2304  2901  3184  2762  2163
  2224  2663  2041  1782  2403  1702  1740]"
31,24,"[3880 3965 4640 2923 3703 3024 3880 3320 3245 3421 4164 4140 4302 4865
 4283 4320 4125 3304 4423]"
-23,26,"[5704 3865 3720 3200 3665 3381 3604 3260 3763 3663 3864 4100 4785 5125
 5065 3149 2881 3480 3080]"
43,21,"[15008  8467  4481  4101  2843  2302  2743  3804  2561  1881  2361  3063
  3003  1622  2904  2782  1602  2504  2321]"
4,22,"[8592 3143 3222 4923 4644 3340 3202 3283 3323 3861 3982 4325 3781 4002
 4343 4385 2502 3480 3100]"
44,25,"[10246  7229  5303  3623  3603  3284  3242  3001  3122  3144  2682  3282
  3043  2804  2503  2240  2923  2564  3141]"
28,23,"[3180 3565 4780 2445 2560 2482 4183 3421 3764 3120 3345 4840 4643 4702
 4205 5280 3765 3445 5323]"
7,21,"[8972 3202 2140 3643 5808 2960 3040 2323 3384 4043 3441 4381 2985 3844
 5160 4966 2922 3964 3880]"
-17,23,"[3960 3881 4644 3746 2761 3140 3983 3382 3467 4002 3842 3986 4943 5802
 4686 3885 4280 3080 3080]"
-24,20,"[4500 4120 3845 3725 3500 3220 3243 3307 3920 4180 3324 4526 5220 5068
 3762 3510 3220 2940 2660]"
25,28,"[4347 3240 1620 3441 4186 4623 1200 2720 3702 4206 3622 3520 2820 6365
 6924 2902 3665 6486 2821]"
54,28,"[11247  6865  5247  4243  3508  3765  2982  2482  2221  2924  2704  1742
  2121  2302  1920  1462  2004  1443  1300]"
-18,30,"[6786 3884 3122 3121 4465 3224 3302 4081 3842 3164 4122 4463 4763 5165
 4903 4268 2800 3180 3400]"
-5,21,"[5585 4345 6064 4223 3561 4520 3803 3605 3560 4720 3748 5400 4862 3766
 3547 3141 2420 2060 1800]"
0,23,"[8804 5704 5006 4701 3600 4262 4284 3225 3442 3886 3744 4426 4081 3365
 3200 2922 2240 1780 1860]"
53,29,"[11009  7805  4761  4303  3586  3607  3084  2562  2303  3121  2502  2143
  2001  2341  2301  1382  2241  1842  1543]"
-10,24,"[5984 4882 4963 4221 2504 3801 4564 3601 3505 3723 4281 4405 4944 5701
 4689 3426 2620 2920 1760]"
12,21,"[7768 3162  940 2462 5284 4604 2420  980 2484 5605 3541 2881 2102 4424
 4723 5464 3885 6484 6487]"
-25,26,"[5300 4105 4440 4180 3325 4005 3140 3920 3665 3665 4520 5285 5085 3944
 3810 3081 2740 2860 2520]"
45,20,"[12542  7267  5267  5203  2943  3142  2886  4003  2180  2323  2804  3844
  2361  2083  3321  2804  1760  3182  2742]"
0,24,"[9087 4763 5205 4421 3663 4102 4023 3341 3864 4102 4163 4203 4327 3084
 3204 2702 2100 2260 2360]"
58,28,"[10987  7530  6121  3706  4289  3604  2702  2182  2162  2322  1822  1580
  1641  1864  1540  1560  1201  1241   940]"
24,29,"[4105 2620 1760 3683 4162 3906 1500 2941 3924 4320 3465 3100 3101 6823
 6385 3101 4224 6005 2942]"
12,27,"[2420 4462 4425 4163 1641 1342 4221 4926 2981 1980 1764 5303 4123 2521
 3203 5966 5222 5987 6585]"
51,22,"[11966  7832  5642  4262  3563  3106  3444  3184  2423  2863  2841  2802
  2423  1900  2462  2402  1841  2040  1403]"
27,24,"[3860 2985 4520 2582 3423 2625 3940 3180 3965 2800 4065 4080 4341 4904
 4704 5021 3824 3966 4800]"
48,25,"[12448  9371  6145  4486  4485  3404  3041  3062  3300  2180  2421  2844
  2560  2386  2141  1540  1300  1140   800]"
-19,24,"[3801 3682 4564 3542 3324 2880 4044 3621 3485 4081 3305 3940 5305 6124
 4284 4247 3141 3580 2700]"
11,26,"[3960 4104 4184 3001 2281 1762 3825 4583 2683 2360 2461 4704 4285 2940
 3724 5044 5604 4323 6686]"
7,25,"[5123 3703 3903 3922 2601 2883 3322 3404 3522 2923 3562 3885 4322 3783
 4025 5221 4804 3003 5060]"
-3,26,"[8424 6045 5163 4421 4583 4145 3920 3823 4024 3803 4603 4484 4166 3602
 3006 2342 1820 2020 1500]"
-19,23,"[3380 3920 4585 4146 2460 3140 3882 3602 3165 4141 3503 4084 4722 6405
 4225 4170 3680 3040 3360]"
44,28,"[10631  7344  3906  4487  3905  4441  2261  2461  3083  4161  2780  2622
  3306  3182  1741  2240  2842  2204  2561]"
-33,25,"[6780 6044 5945 5061 5125 4685 5340 4624 4428 3270 3442 2240 2840 2320
 2760 2620 2060 2420 2140]"
-16,25,"[4245 4703 4462 3620 3565 3401 3704 3360 3546 3701 3763 3980 5190 5762
 4887 3846 3200 3640 3100]"
20,20,"[2861 3187 5962 1641 1800 2560 4048 4881 1500 1820 3341 7188 2061 2040
 5501 7409 4660 4461 6568]"
20,25,"[3565 3160 2740 2824 3083 4043 2260 2680 3404 3164 4262 2280 3720 4246
 5064 5021 5901 5646 5084]"
-19,25,"[4342 4042 4502 3261 3365 3000 3744 3762 3385 3641 3763 4203 4785 5722
 5005 3768 3100 3760 3020]"
24,27,"[4247 3140 1260 3881 4189 3562 1760 2680 3940 4449 3360 3340 3140 5686
 7023 3320 3802 6368 3082]"
56,29,"[11406  7929  5164  3803  4185  3222  3020  2366  2486  2762  2547  1922
  1721  2183  2023  1320  1660   900  1221]"
57,27,"[10508  8104  5865  4041  3607  3521  3124  2386  2342  2401  2482  1601
  1943  1943  1381  1561  1523  1060  1084]"
-10,22,"[4780 4161 5924 4224 2460 3342 4943 3546 2960 4961 3943 4325 4982 6087
 4807 3244 3140 2100 1820]"
57,29,"[10766  7308  5528  3863  3546  3441  2843  2583  2442  2626  2182  2043
  1724  2141  1901  1360  1761  1040  1021]"
