PVSize,Latitude,Longitude
2.8,50.8418358,-3.760849068
5,52.77552741,-1.511117558
5,54.09559887,-1.032261707
4.6,52.28935506,-0.654750829
5,51.86169565,-0.3519976
5,53.84573261,-2.759557475
5,51.96206589,-1.33325501
5,53.14807302,-1.387030875
1.7,53.34820025,-0.928127576
5,52.68522278,-1.317461966
8.2,52.70670321,-2.368914348
5,51.8433248,0.804977484
2.3,51.84498753,0.804645294
4.4,52.90745287,-4.333970749
17.9,52.75507138,1.356917195
6.5,50.36294153,-4.786246873
5,53.62010629,-0.694681451
3.5,51.56123269,-2.65761321
3,53.00889304,-1.690860918
5,53.80845471,-0.315811493
1.1,51.03656073,-0.365793968
5,53.25580869,-1.207432784
5,53.68209252,-1.086732378
3.6,53.0241645,-2.925458087
5,53.01330272,-1.933303852
3.4,51.78191596,-2.622969061
8,52.43293268,0.990905167
5.3,51.66851313,-5.020915973
6.4,52.09181727,-4.62060827
12,50.50678656,-3.635289385
6.4,52.89596773,-1.840311537
5,50.99000111,-1.50590852
5,51.74586949,-2.535609978
5,52.24492666,-1.410224608
4.6,51.60541877,-1.736647569
1.5,52.12339448,-4.563218046
10,51.66976738,-5.01271129
19.5,52.30406185,-0.528625513
5,50.96361757,-1.478990353
2.9,53.79151834,-2.623613984
5,50.99851874,-0.067045977
5,53.92748907,-2.259644288
4.4,52.64212553,0.848075925
5,52.46721099,-2.323851709
1.1,51.11042075,-0.108797092
5.9,51.83377255,-4.28067619
5,52.72267615,-1.48532444
4,52.16362311,-0.922470222
5,52.5526147,1.249611394
5,53.14807302,-1.387030875
6.2,52.87381396,-1.776447694
5,51.42332124,-3.239473612
4.2,50.97548595,-2.454053707
5,51.74612717,-3.317167935
4.2,53.18742597,-1.055339728
5,51.69658082,-0.222114914
5,52.53528249,1.066099182
5,54.23698759,-1.398506855
5,54.50691476,-1.485096637
4.6,52.45689267,0.039330938
2.2,53.21892323,-1.91498469
3.5,52.59455977,-1.507892467
5,54.5349916,-1.075773173
4.6,51.55742569,-2.551927879
1.7,51.52244836,-2.526598419
18,50.75915431,-1.751841601
2.1,52.63374612,-0.998479091
4.8,54.92062884,-1.466865422
5,53.76641619,-2.876153847
5,53.67354178,-1.066557225
6.8,51.29025883,-2.231405058
4.9,53.7805155,-2.959915926
6.4,54.87528445,-2.987554159
7,54.51324507,-6.088289005
5,55.65752142,-4.743230348
5,56.61213176,-2.60144732
5,51.29210342,-2.211752794
3.8,52.80447808,-2.865677233
6.5,52.48605172,-2.803449504
2.5,51.22563375,-2.764088109
6,52.66371676,-1.368971334
5,54.54088319,-1.35517476
3.8,52.93484069,-4.354001982
2.7,52.68431392,-1.314192085
5,52.98878581,-3.059565267
3,52.75647893,-1.489875287
5,51.58729355,-2.722740393
5,54.84758151,-1.736702806
4.9,51.67184455,-3.152349952
1.2,53.26387476,-1.304448842
5,56.1648332,-3.150995538
5,52.51726155,-0.919868519
5,51.27976175,-0.880518247
2.8,52.58996971,-4.096691806
5,52.49853977,-1.598879053
5.3,51.31871194,0.902939195
4.1,50.41180062,-4.18230841
3.8,53.20620775,-1.196789435
1,51.62646521,-4.045874816
5,54.35689795,-1.637445191
5,53.16015043,-1.216135055
5,53.79684487,-1.217371541
5,54.41745104,-1.698859055
5,53.2398323,-1.254372835
3.4,53.10418732,-2.511770758
1.2,50.73871784,-1.563158408
4.4,54.80889535,-3.002208729
5,53.11879926,-1.321404893
5.8,52.87553935,-1.78097044
5,51.68153326,-2.41942902
5,50.98183156,-2.42867354
5,50.97235516,-2.38160063
5,52.79843084,1.39791793
10,54.63561295,-6.114794525
4.1,51.7037132,-3.179280632
5.5,51.19433807,-2.961963312
2.2,51.71841267,-2.360637805
25.2,54.56013681,-6.180662349
5,53.1588951,-2.382443462
6.5,54.69434735,-6.234148526
5,50.3263555,-4.030345027
5,52.79843084,1.39791793
5,52.72718601,-2.552757691
4.2,51.15582157,-1.45814116
5,51.41620108,-3.314419555
3.5,52.77849813,-0.937979115
34.7,54.14446025,-1.228101136
5,53.10605645,-0.019948507
5,50.40175915,-4.356235518
4.5,53.82325578,-2.96206267
5,50.8570738,-0.72980682
5,51.84081787,0.60109817
4,51.32190131,-2.154933767
5,51.75918134,-4.533746211
15.8,52.63946381,-2.250717994
5,51.05673792,-2.347194412
5,50.66991473,-2.30644991
4,56.41571611,-2.962693015
5,53.28126559,-1.361850154
5,51.77714236,-4.98824146
5,51.62139373,-3.079379714
5,54.81945939,-2.897139023
4.8,51.53527316,-1.803588045
5,52.99573905,-2.724841216
1.2,52.72496091,-1.44571941
4,51.61977144,-2.992182587
4,52.58531989,-0.709000207
2.8,51.26980543,-2.962420627
4,52.18536579,-2.286211963
5,52.1511157,-4.13517607
1,52.01810241,-2.770001031
5,50.7544023,-4.299427862
3.4,51.47958134,-3.530480698
7,51.65737438,-1.161945644
5,53.14685795,-1.395525615
5,53.70278195,-1.200939782
5,51.58343196,-3.332158522
1.5,52.96506805,-0.019533435
5,52.64047147,-2.141825074
4.7,51.3058076,0.344309765
5,52.9490584,-1.869778005
5,50.95237204,-0.385463087
5,52.88259671,-0.599384963
4.2,50.7900298,-4.399294831
5,50.35146105,-3.662094068
5,52.73047243,-1.552389112
3,53.25853641,-1.292408186
5,52.88816176,-1.807747742
1,52.21996034,-0.961700249
5,51.82742833,-0.736322485
6.2,51.01954202,-2.188209723
3.8,52.70604918,-2.422115403
5,51.39623257,-3.25426538
5,50.68801574,-2.317057573
5,51.12453136,0.015523284
5,52.56144011,-1.418426223
5,50.67451107,-2.322712237
2.5,51.59959725,-1.742903848
5,52.9263731,-1.050796629
5,54.63264128,-1.26838252
5,51.70910929,-0.20512325
4.9,54.63328009,-1.295806778
5,52.70906831,-2.412301764
5,51.71263377,-2.993490149
5,52.17630717,-0.703324371
5,52.13863527,-2.66943232
5,53.18121118,-1.203810373
5,54.77524292,-1.365523313
10,52.25373628,-1.480878289
1.9,52.64519166,1.258220398
5,53.53308791,-2.376032691
3.5,52.56539939,-1.129997165
5,53.12710069,-1.042046697
3,53.45510677,-2.058481279
5,50.80588062,-0.716988811
5,54.28588882,-2.685085398
5,56.14302216,-3.711989118
2.1,52.21764884,-1.40827312
5,56.14793624,-3.146691609
5,51.159269,0.50891689
2.5,52.97518266,-2.1710363
5,52.4450583,-0.132567708
1,50.82255186,-0.651436762
5,52.90014884,-3.015179517
4.5,51.85881192,-1.475022177
2.5,53.70655348,-2.78136232
5,54.67412994,-3.526284286
4.9,54.6538182,-6.739247157
4.2,51.50803775,-2.678301669
4.9,51.55076764,-3.100278563
6.8,52.20607924,-0.977213845
5,51.90739478,-0.04661547
5,50.82203691,-2.556212672
5,56.60376077,-2.58595407
1.4,51.66757222,-4.089665011
4.7,51.28022111,-2.214020736
5,53.7749821,-2.929835961
5,51.47205811,0.423442684
1.2,57.30807034,-2.823823475
2.5,51.57549297,0.693763919
8.5,54.4024642,-6.26220672
25,54.99852847,-6.44042601
6.4,54.67544007,-6.016036852
1,51.49240611,0.027040428
13,54.88390422,-6.253617021
5,53.28679749,-3.525208634
5.8,54.6678499,-2.798329259
3.8,51.54012422,-3.699712631
1.4,51.52464872,-2.571321874
1.8,51.52464872,-2.571321874
1.8,50.82808043,-0.215241161
2.4,50.77558166,-2.395157179
6.3,51.38971535,-0.309564739
2.5,51.57379062,-1.813609529
5,51.77373815,-4.987711952
1.8,51.67938227,-0.00881074
2.4,53.70277182,-1.242278603
1.7,51.49602645,-0.408077497
4.9,52.20545716,-0.795065702
1.6,53.57988135,-2.426909347
11,50.96361757,-1.478990353
5,53.0289792,-2.921296662
3.2,52.93227096,-0.096603899
5,52.45142219,-0.137007801
5,53.44544781,-0.981029378
1.2,54.02070115,-2.817217107
1,51.00599074,-0.951501156
5,50.83380858,-0.6060671
5,53.77185038,-2.81025002
1.7,53.77222533,-2.806630912
7.5,50.84741707,-0.743251226
2.9,53.10589692,-2.472237589
1,52.5068418,-2.009002407
1,51.52208871,-0.006929891
4,54.59121055,-1.377547326
2,50.96813111,-4.095055158
1.9,50.93249686,-1.497922656
5,51.3975996,-3.470745116
1,50.93514843,0.909908631
5,53.71188793,-1.571452356
2.5,53.53795574,-1.033478308
1.4,52.10079476,-1.914594468
1.3,53.75105255,-2.82589452
5,54.17931018,-0.525028098
1.5,51.5001643,-3.11807619
5.7,51.61066471,-2.720902082
18,54.95923074,-6.514699419
2.5,53.56883796,-2.82472468
3.8,51.51199845,-3.67077936
3.2,53.74965386,-2.831887512
7.2,53.16955554,-2.866053336
7.3,50.33323231,-3.97629938
1,52.06719478,-0.612023578
8.9,51.49421654,-3.12602621
1.2,52.73976594,0.420415812
0.2,51.63525988,-2.381145291
0.3,56.18224244,-3.238771963
0.8,51.75279193,-2.297475397
0.5,54.35656806,-2.762567206
0.5,51.86550804,-2.368784677
0.2,53.53990269,-1.432450742
0.2,50.79680063,-0.669872464
0.2,50.78608899,0.303569369
0.4,51.442627,0.759563086
0.2,52.01938812,-0.811875178
0.4,51.56273237,0.502051684
0.5,53.52253816,-2.489470775
0.2,56.01946238,-3.408873386
0.4,52.13514788,-0.039910874
0.3,53.59279759,-3.0314404
0.3,56.83681868,-5.077555889
0.2,52.66051442,0.097284641
0.2,57.69290162,-4.167337923
0.2,52.65355388,-1.132210559
0.3,50.94214982,-2.637137896
5,54.93024701,-2.971999402
0.2,55.85375146,-4.013817225
2,53.2560437,-3.139176413
0.5,53.53899148,-0.045784427
0.4,51.37805291,1.389384512
0.9,51.7849842,1.105316273
